ID,timestamp,UTC time,accuracy,x,y,z
20606,1.57E+12,2019-08-06T16:45:32.791,unknown,0.055618286,-0.994018555,-0.078292847
20607,1.57E+12,2019-08-06T16:45:32.892,unknown,0.102279663,-0.994796753,-0.038040161
20608,1.57E+12,2019-08-06T16:45:32.992,unknown,0.104598999,-1.007675171,-0.040252686
20609,1.57E+12,2019-08-06T16:45:33.092,unknown,0.145584106,-1.007843018,-0.036819458
20610,1.57E+12,2019-08-06T16:45:33.192,unknown,0.148284912,-1.010757446,-0.003036499
20611,1.57E+12,2019-08-06T16:45:33.292,unknown,0.119674683,-1.005844116,-0.007110596
20612,1.57E+12,2019-08-06T16:45:33.393,unknown,-0.046356201,-1.050689697,-0.061416626
20613,1.57E+12,2019-08-06T16:45:33.493,unknown,0.046783447,-1.016113281,-0.024169922
20614,1.57E+12,2019-08-06T16:45:33.593,unknown,-0.000320435,-1.006637573,0.100601196
20615,1.57E+12,2019-08-06T16:45:33.693,unknown,-0.030792236,-1.092193604,0.193161011
20616,1.57E+12,2019-08-06T16:45:33.794,unknown,-0.116592407,-0.932434082,0.182113647
20617,1.57E+12,2019-08-06T16:45:33.894,unknown,-0.035354614,-0.860015869,0.234420776
20618,1.57E+12,2019-08-06T16:45:33.994,unknown,-0.043869019,-0.867630005,0.1640625
20619,1.57E+12,2019-08-06T16:45:34.094,unknown,-0.099380493,-1.209686279,0.304489136
20620,1.57E+12,2019-08-06T16:45:34.194,unknown,0.122497559,-0.885482788,0.123443604
20621,1.57E+12,2019-08-06T16:45:34.295,unknown,0.178405762,-1.075485229,0.158126831
20622,1.57E+12,2019-08-06T16:45:34.395,unknown,-0.077911377,-0.998260498,0.174636841
20623,1.57E+12,2019-08-06T16:45:34.495,unknown,-0.0496521,-0.998153687,0.1015625
20624,1.57E+12,2019-08-06T16:45:34.595,unknown,0.038330078,-1.006958008,0.074951172
20625,1.57E+12,2019-08-06T16:45:34.696,unknown,0.012573242,-1.006454468,0.034439087
20626,1.57E+12,2019-08-06T16:45:34.796,unknown,0.024414063,-1.008956909,0.034194946
20627,1.57E+12,2019-08-06T16:45:34.896,unknown,0.05078125,-0.987045288,-0.035293579
20628,1.57E+12,2019-08-06T16:45:34.996,unknown,0.011428833,-1.012542725,-0.040664673
20629,1.57E+12,2019-08-06T16:45:35.097,unknown,0.082794189,-1.001434326,-0.025375366
20630,1.57E+12,2019-08-06T16:45:35.197,unknown,0.057296753,-1.000686646,-0.045623779
20631,1.57E+12,2019-08-06T16:45:35.297,unknown,0.103775024,-0.99168396,-0.086334229
20632,1.57E+12,2019-08-06T16:45:35.397,unknown,0.039093018,-1.022781372,-0.093063354
20633,1.57E+12,2019-08-06T16:45:35.497,unknown,0.068359375,-1.001739502,-0.087493896
20634,1.57E+12,2019-08-06T16:45:35.598,unknown,0.065750122,-1.001235962,-0.072753906
20635,1.57E+12,2019-08-06T16:45:35.698,unknown,0.054016113,-1.003540039,-0.074081421
20636,1.57E+12,2019-08-06T16:45:35.798,unknown,0.030319214,-1.007049561,-0.067871094
20637,1.57E+12,2019-08-06T16:45:35.898,unknown,0.052612305,-1.008575439,-0.008621216
20638,1.57E+12,2019-08-06T16:45:35.999,unknown,0.079437256,-1.00378418,-0.002944946
20639,1.57E+12,2019-08-06T16:45:36.099,unknown,0.037582397,-0.998382568,0.019332886
20640,1.57E+12,2019-08-06T16:45:36.199,unknown,-0.00642395,-1.000930786,0.042251587
20641,1.57E+12,2019-08-06T16:45:36.299,unknown,-0.027160645,-0.981842041,0.099853516
20642,1.57E+12,2019-08-06T16:45:36.400,unknown,-0.070785522,-1.000198364,0.060806274
20643,1.57E+12,2019-08-06T16:45:36.500,unknown,-0.052764893,-0.997543335,0.132354736
20644,1.57E+12,2019-08-06T16:45:36.600,unknown,-0.042907715,-0.998092651,0.137985229
20645,1.57E+12,2019-08-06T16:45:36.700,unknown,-0.02305603,-1.002059937,0.129302979
20646,1.57E+12,2019-08-06T16:45:36.800,unknown,-0.015396118,-0.985488892,0.099639893
20647,1.57E+12,2019-08-06T16:45:36.901,unknown,-0.020767212,-1.004135132,0.132766724
20648,1.57E+12,2019-08-06T16:45:37.001,unknown,-0.024612427,-0.996490479,0.105621338
20649,1.57E+12,2019-08-06T16:45:37.101,unknown,-0.020553589,-0.999740601,0.120788574
20650,1.57E+12,2019-08-06T16:45:37.201,unknown,-0.030487061,-0.978973389,0.15335083
20651,1.57E+12,2019-08-06T16:45:37.302,unknown,-0.063827515,-0.99420166,0.121887207
20652,1.57E+12,2019-08-06T16:45:37.402,unknown,-0.026199341,-1.009170532,0.177856445
20653,1.57E+12,2019-08-06T16:45:37.502,unknown,0.048126221,-1.028991699,0.247619629
20654,1.57E+12,2019-08-06T16:45:37.602,unknown,-0.02293396,-1.074508667,0.365463257
20655,1.57E+12,2019-08-06T16:45:37.703,unknown,0.086456299,-0.827957153,0.242782593
20656,1.57E+12,2019-08-06T16:45:37.803,unknown,0.099197388,-0.774627686,0.242263794
20657,1.57E+12,2019-08-06T16:45:37.903,unknown,0.01449585,-0.865692139,0.249633789
20658,1.57E+12,2019-08-06T16:45:38.003,unknown,0.032028198,-1.498794556,0.521911621
20659,1.57E+12,2019-08-06T16:45:38.103,unknown,0.032440186,-0.970336914,0.241424561
20660,1.57E+12,2019-08-06T16:45:38.204,unknown,0.105773926,-0.911651611,0.261413574
20661,1.57E+12,2019-08-06T16:45:38.304,unknown,0.034301758,-0.975082397,0.328475952
20662,1.57E+12,2019-08-06T16:45:38.404,unknown,0.0859375,-0.961166382,0.276763916
20663,1.57E+12,2019-08-06T16:45:38.504,unknown,0.006362915,-0.997436523,0.05305481
20664,1.57E+12,2019-08-06T16:45:38.605,unknown,-0.093765259,-0.988235474,0.045837402
20665,1.57E+12,2019-08-06T16:45:38.705,unknown,0.138504028,-1.013092041,0.015670776
20666,1.57E+12,2019-08-06T16:45:38.805,unknown,0.206390381,-1.009658813,0.00201416
20667,1.57E+12,2019-08-06T16:45:38.905,unknown,0.07850647,-0.999252319,-0.021682739
20668,1.57E+12,2019-08-06T16:45:39.006,unknown,0.086013794,-1.003845215,0.025802612
20669,1.57E+12,2019-08-06T16:45:39.106,unknown,0.212524414,-0.976364136,0.074996948
20670,1.57E+12,2019-08-06T16:45:39.206,unknown,0.31993103,-0.999160767,0.070587158
20671,1.57E+12,2019-08-06T16:45:39.306,unknown,0.044952393,-1.130874634,0.036712646
20672,1.57E+12,2019-08-06T16:45:39.406,unknown,0.027786255,-1.056137085,0.206298828
20673,1.57E+12,2019-08-06T16:45:39.507,unknown,-0.102233887,-0.942153931,0.176651001
20674,1.57E+12,2019-08-06T16:45:39.607,unknown,0.243850708,-0.9506073,0.333236694
20675,1.57E+12,2019-08-06T16:45:39.707,unknown,0.14894104,-0.69519043,0.288696289
20676,1.57E+12,2019-08-06T16:45:39.807,unknown,0.108703613,-0.853134155,0.478042603
20677,1.57E+12,2019-08-06T16:45:39.908,unknown,0.611083984,-1.31980896,0.048599243
20678,1.57E+12,2019-08-06T16:45:40.008,unknown,0.127578735,-1.11277771,-0.192474365
20679,1.57E+12,2019-08-06T16:45:40.108,unknown,0.154510498,-0.843460083,0.010543823
20680,1.57E+12,2019-08-06T16:45:40.208,unknown,0.334381104,-0.960006714,0.024581909
20681,1.57E+12,2019-08-06T16:45:40.308,unknown,-0.063034058,-0.952178955,0.062042236
20682,1.57E+12,2019-08-06T16:45:40.409,unknown,0.23399353,-0.957931519,0.038833618
20683,1.57E+12,2019-08-06T16:45:40.509,unknown,0.245574951,-0.982086182,-0.061965942
20684,1.57E+12,2019-08-06T16:45:40.609,unknown,0.323562622,-1.190414429,0.195999146
20685,1.57E+12,2019-08-06T16:45:40.709,unknown,0.022659302,-1.333984375,0.107147217
20686,1.57E+12,2019-08-06T16:45:40.810,unknown,0.076293945,-1.117111206,0.286361694
20687,1.57E+12,2019-08-06T16:45:40.910,unknown,-0.069473267,-0.887451172,0.195297241
20688,1.57E+12,2019-08-06T16:45:41.010,unknown,-0.013534546,-0.652999878,0.29309082
20689,1.57E+12,2019-08-06T16:45:41.110,unknown,0.316848755,-0.870635986,0.614105225
20690,1.57E+12,2019-08-06T16:45:41.211,unknown,-0.011993408,-0.836227417,0.469924927
20691,1.57E+12,2019-08-06T16:45:41.311,unknown,-0.300018311,-0.741958618,0.195236206
20692,1.57E+12,2019-08-06T16:45:41.411,unknown,-0.230484009,-0.442749023,0.211730957
20693,1.57E+12,2019-08-06T16:45:41.511,unknown,0.511581421,-1.263778687,0.211898804
20694,1.57E+12,2019-08-06T16:45:41.611,unknown,0.180725098,-1.018218994,0.146621704
20695,1.57E+12,2019-08-06T16:45:41.712,unknown,0.083084106,-1.024139404,0.090515137
20696,1.57E+12,2019-08-06T16:45:41.812,unknown,0.113754272,-1.020202637,0.040435791
20697,1.57E+12,2019-08-06T16:45:41.912,unknown,0.100158691,-0.971038818,0.052352905
20698,1.57E+12,2019-08-06T16:45:42.012,unknown,0.139892578,-0.993743896,0.016738892
20699,1.57E+12,2019-08-06T16:45:42.113,unknown,0.157836914,-0.96661377,0.000411987
20700,1.57E+12,2019-08-06T16:45:42.213,unknown,0.173156738,-1.039367676,0.0884552
20701,1.57E+12,2019-08-06T16:45:42.313,unknown,0.32925415,-1.408538818,0.030349731
20702,1.57E+12,2019-08-06T16:45:42.413,unknown,0.229278564,-1.146682739,0.077590942
20703,1.57E+12,2019-08-06T16:45:42.514,unknown,0.402755737,-1.006347656,-0.198318481
20704,1.57E+12,2019-08-06T16:45:42.614,unknown,0.145889282,-0.924453735,-0.007369995
20705,1.57E+12,2019-08-06T16:45:42.714,unknown,0.061080933,-0.847091675,0.222824097
20706,1.57E+12,2019-08-06T16:45:42.814,unknown,0.039978027,-0.85144043,0.507263184
20707,1.57E+12,2019-08-06T16:45:42.914,unknown,0.444503784,-0.932434082,0.366744995
20708,1.57E+12,2019-08-06T16:45:43.015,unknown,-0.124481201,-0.815582275,-0.074050903
20709,1.57E+12,2019-08-06T16:45:43.115,unknown,-0.833312988,-0.611968994,0.639572144
20710,1.57E+12,2019-08-06T16:45:43.215,unknown,0.824401855,-1.443588257,-0.021942139
20711,1.57E+12,2019-08-06T16:45:43.315,unknown,-0.003356934,-0.969696045,0.028823853
20712,1.57E+12,2019-08-06T16:45:43.416,unknown,0.055175781,-0.938537598,0.044204712
20713,1.57E+12,2019-08-06T16:45:43.516,unknown,0.322875977,-0.983551025,0.035552979
20714,1.57E+12,2019-08-06T16:45:43.616,unknown,0.388565063,-0.94418335,-0.152130127
20715,1.57E+12,2019-08-06T16:45:43.716,unknown,0.159408569,-1.096008301,0.132720947
20716,1.57E+12,2019-08-06T16:45:43.817,unknown,0.149841309,-1.312164307,0.321151733
20717,1.57E+12,2019-08-06T16:45:43.917,unknown,-0.449951172,-1.132919312,-0.027053833
20718,1.57E+12,2019-08-06T16:45:44.017,unknown,0.254623413,-0.74760437,-0.026092529
20719,1.57E+12,2019-08-06T16:45:44.117,unknown,-0.027145386,-0.557128906,0.304244995
20720,1.57E+12,2019-08-06T16:45:44.217,unknown,0.25163269,-0.902236938,0.415603638
20721,1.57E+12,2019-08-06T16:45:44.318,unknown,0.231903076,-0.969711304,0.57635498
20722,1.57E+12,2019-08-06T16:45:44.418,unknown,-0.022521973,-1.067779541,-0.367599487
20723,1.57E+12,2019-08-06T16:45:44.518,unknown,-0.782913208,-0.641159058,-0.065032959
20724,1.57E+12,2019-08-06T16:45:44.618,unknown,0.890350342,-1.127716064,0.014160156
20725,1.57E+12,2019-08-06T16:45:44.719,unknown,-0.029602051,-0.951690674,-0.128326416
20726,1.57E+12,2019-08-06T16:45:44.819,unknown,0.230911255,-0.967697144,-0.074569702
20727,1.57E+12,2019-08-06T16:45:44.919,unknown,0.359466553,-0.973236084,0.109069824
20728,1.57E+12,2019-08-06T16:45:45.019,unknown,0.097000122,-1.098999023,-0.018753052
20729,1.57E+12,2019-08-06T16:45:45.119,unknown,0.290435791,-1.083404541,0.14112854
20730,1.57E+12,2019-08-06T16:45:45.220,unknown,-0.26524353,-1.513198853,0.189315796
20731,1.57E+12,2019-08-06T16:45:45.320,unknown,0.11177063,-0.982284546,0.323989868
20732,1.57E+12,2019-08-06T16:45:45.420,unknown,0.13848877,-0.554641724,0.186050415
20733,1.57E+12,2019-08-06T16:45:45.520,unknown,-0.024078369,-0.420501709,0.173629761
20734,1.57E+12,2019-08-06T16:45:45.621,unknown,0.589767456,-2.06211853,1.386108398
20735,1.57E+12,2019-08-06T16:45:45.721,unknown,-0.356338501,-1.261474609,-0.266189575
20736,1.57E+12,2019-08-06T16:45:45.821,unknown,-0.832458496,-0.669830322,0.606506348
20737,1.57E+12,2019-08-06T16:45:45.921,unknown,0.990188599,-1.346603394,-0.018295288
20738,1.57E+12,2019-08-06T16:45:46.022,unknown,-0.043243408,-0.893325806,-0.149337769
20739,1.57E+12,2019-08-06T16:45:46.122,unknown,0.083877563,-0.95072937,-0.048095703
20740,1.57E+12,2019-08-06T16:45:46.222,unknown,0.535095215,-1.015014648,0.163803101
20741,1.57E+12,2019-08-06T16:45:46.322,unknown,-0.114364624,-1.242584229,0.291732788
20742,1.57E+12,2019-08-06T16:45:46.422,unknown,0.468032837,-1.043395996,0.065811157
20743,1.57E+12,2019-08-06T16:45:46.523,unknown,-0.32850647,-1.697311401,-0.808776855
20744,1.57E+12,2019-08-06T16:45:46.623,unknown,0.251113892,-0.881103516,0.037521362
20745,1.57E+12,2019-08-06T16:45:46.723,unknown,-0.068252563,-0.375350952,0.058364868
20746,1.57E+12,2019-08-06T16:45:46.823,unknown,-0.021286011,-0.542510986,0.162811279
20747,1.57E+12,2019-08-06T16:45:46.924,unknown,0.447189331,-1.198181152,0.929244995
20748,1.57E+12,2019-08-06T16:45:47.024,unknown,-0.225067139,-1.753067017,0.036331177
20749,1.57E+12,2019-08-06T16:45:47.124,unknown,-0.720718384,-0.613708496,-0.735839844
20750,1.57E+12,2019-08-06T16:45:47.224,unknown,0.960098267,-0.852279663,0.282775879
20751,1.57E+12,2019-08-06T16:45:47.325,unknown,-0.012939453,-0.855560303,0.001205444
20752,1.57E+12,2019-08-06T16:45:47.425,unknown,0.123321533,-0.880264282,0.268066406
20753,1.57E+12,2019-08-06T16:45:47.525,unknown,0.668228149,-1.094238281,0.032608032
20754,1.57E+12,2019-08-06T16:45:47.625,unknown,0.399703979,-1.056274414,0.122207642
20755,1.57E+12,2019-08-06T16:45:47.725,unknown,-0.246047974,-1.694854736,-0.494277954
20756,1.57E+12,2019-08-06T16:45:47.826,unknown,0.292098999,-0.942855835,0.126953125
20757,1.57E+12,2019-08-06T16:45:47.926,unknown,0.101837158,-0.50579834,0.034866333
20758,1.57E+12,2019-08-06T16:45:48.026,unknown,-0.172286987,-0.324737549,0.004852295
20759,1.57E+12,2019-08-06T16:45:48.126,unknown,0.601272583,-1.916427612,1.304931641
20760,1.57E+12,2019-08-06T16:45:48.227,unknown,-0.296844482,-2.098846436,0.796737671
20761,1.57E+12,2019-08-06T16:45:48.327,unknown,-0.440368652,-0.68157959,-0.553817749
20762,1.57E+12,2019-08-06T16:45:48.427,unknown,0.329116821,-0.801208496,0.251617432
20763,1.57E+12,2019-08-06T16:45:48.527,unknown,-0.034957886,-0.844055176,0.097305298
20764,1.57E+12,2019-08-06T16:45:48.627,unknown,0.277114868,-0.918655396,0.209594727
20765,1.57E+12,2019-08-06T16:45:48.728,unknown,0.39289856,-1.253417969,0.172607422
20766,1.57E+12,2019-08-06T16:45:48.828,unknown,0.463653564,-1.057937622,0.169265747
20767,1.57E+12,2019-08-06T16:45:48.928,unknown,-0.359695435,-1.903182983,-0.702148438
20768,1.57E+12,2019-08-06T16:45:49.028,unknown,0.393981934,-0.823532104,-0.048568726
20769,1.57E+12,2019-08-06T16:45:49.129,unknown,-0.036880493,-0.432678223,0.072433472
20770,1.57E+12,2019-08-06T16:45:49.229,unknown,-0.192886353,-0.480667114,-0.020431519
20771,1.57E+12,2019-08-06T16:45:49.329,unknown,0.495605469,-0.424743652,0.580352783
20772,1.57E+12,2019-08-06T16:45:49.429,unknown,0.238647461,-2.705444336,2.465148926
20773,1.57E+12,2019-08-06T16:45:49.530,unknown,-0.351699829,-0.738540649,-0.485076904
20774,1.57E+12,2019-08-06T16:45:49.630,unknown,0.164047241,-0.737731934,0.239883423
20775,1.57E+12,2019-08-06T16:45:49.730,unknown,0.108032227,-0.903289795,-0.003326416
20776,1.57E+12,2019-08-06T16:45:49.830,unknown,0.467880249,-1.061950684,0.093917847
20777,1.57E+12,2019-08-06T16:45:49.930,unknown,0.031402588,-1.330810547,0.201873779
20778,1.57E+12,2019-08-06T16:45:50.031,unknown,0.314590454,-1.128570557,0.32635498
20779,1.57E+12,2019-08-06T16:45:50.131,unknown,-0.234313965,-1.366973877,0.202728271
20780,1.57E+12,2019-08-06T16:45:50.231,unknown,0.192611694,-0.831756592,-0.113250732
20781,1.57E+12,2019-08-06T16:45:50.331,unknown,-0.213485718,-0.269760132,0.020690918
20782,1.57E+12,2019-08-06T16:45:50.432,unknown,0.113693237,-1.16355896,0.34487915
20783,1.57E+12,2019-08-06T16:45:50.532,unknown,-0.018814087,0.056304932,0.089492798
20784,1.57E+12,2019-08-06T16:45:50.632,unknown,0.43019104,-0.309936523,0.161575317
20785,1.57E+12,2019-08-06T16:45:50.732,unknown,0.166442871,-1.586425781,-0.104003906
20786,1.57E+12,2019-08-06T16:45:50.833,unknown,-0.124588013,-0.756103516,-0.060653687
20787,1.57E+12,2019-08-06T16:45:50.933,unknown,0.027175903,-0.95173645,-0.025802612
20788,1.57E+12,2019-08-06T16:45:51.033,unknown,0.650665283,-1.011108398,-0.44329834
20789,1.57E+12,2019-08-06T16:45:51.133,unknown,0.212890625,-1.295455933,-0.10269165
20790,1.57E+12,2019-08-06T16:45:51.233,unknown,0.105819702,-1.366928101,0.235443115
20791,1.57E+12,2019-08-06T16:45:51.334,unknown,0.008087158,-1.248855591,0.530914307
20792,1.57E+12,2019-08-06T16:45:51.434,unknown,0.215911865,-0.622741699,0.066345215
20793,1.57E+12,2019-08-06T16:45:51.534,unknown,-0.150299072,-0.110290527,-0.048324585
20794,1.57E+12,2019-08-06T16:45:51.634,unknown,0.946563721,-3.050125122,2.151596069
20795,1.57E+12,2019-08-06T16:45:51.735,unknown,-0.801574707,-1.158248901,-0.438751221
20796,1.57E+12,2019-08-06T16:45:51.835,unknown,-1.069488525,-0.651672363,-0.959121704
20797,1.57E+12,2019-08-06T16:45:51.935,unknown,1.691848755,-1.553497314,0.041442871
20798,1.57E+12,2019-08-06T16:45:52.035,unknown,-0.030960083,-0.854888916,-0.074676514
20799,1.57E+12,2019-08-06T16:45:52.136,unknown,0.194320679,-0.963760376,0.401473999
20800,1.57E+12,2019-08-06T16:45:52.236,unknown,0.721420288,-1.013626099,0.141830444
20801,1.57E+12,2019-08-06T16:45:52.336,unknown,0.635223389,-1.047866821,0.031173706
20802,1.57E+12,2019-08-06T16:45:52.436,unknown,-0.407989502,-1.655853271,-0.660751343
20803,1.57E+12,2019-08-06T16:45:52.536,unknown,0.444046021,-0.805328369,-0.057510376
20804,1.57E+12,2019-08-06T16:45:52.637,unknown,-0.127548218,-0.389389038,0.016098022
20805,1.57E+12,2019-08-06T16:45:52.737,unknown,-0.063690186,-0.625137329,0.195220947
20806,1.57E+12,2019-08-06T16:45:52.837,unknown,0.220169067,-0.583206177,0.647567749
20807,1.57E+12,2019-08-06T16:45:52.937,unknown,1.18649292,-2.437454224,0.481384277
20808,1.57E+12,2019-08-06T16:45:53.038,unknown,-0.277816772,-0.98840332,-0.327026367
20809,1.57E+12,2019-08-06T16:45:53.138,unknown,0.206054688,-0.632415771,-0.046279907
20810,1.57E+12,2019-08-06T16:45:53.238,unknown,0.105422974,-0.835220337,-0.103439331
20811,1.57E+12,2019-08-06T16:45:53.338,unknown,0.48147583,-1.100784302,-0.009521484
20812,1.57E+12,2019-08-06T16:45:53.439,unknown,0.322845459,-1.309463501,0.280075073
20813,1.57E+12,2019-08-06T16:45:53.539,unknown,0.195770264,-1.181243896,0.52633667
20814,1.57E+12,2019-08-06T16:45:53.639,unknown,0.00680542,-1.422821045,0.58505249
20815,1.57E+12,2019-08-06T16:45:53.739,unknown,0.324798584,-0.733230591,-0.103012085
20816,1.57E+12,2019-08-06T16:45:53.839,unknown,-0.20640564,-0.164031982,-0.04876709
20817,1.57E+12,2019-08-06T16:45:53.940,unknown,0.346084595,-1.53288269,0.949111938
20818,1.57E+12,2019-08-06T16:45:54.040,unknown,-0.040298462,-0.136459351,-0.283233643
20819,1.57E+12,2019-08-06T16:45:54.140,unknown,-0.038665771,-0.255401611,1.501907349
20820,1.57E+12,2019-08-06T16:45:54.240,unknown,0.507904053,-1.611587524,-0.094528198
20821,1.57E+12,2019-08-06T16:45:54.341,unknown,-0.122436523,-0.801818848,-0.156921387
20822,1.57E+12,2019-08-06T16:45:54.441,unknown,-0.030502319,-0.894561768,-0.014556885
20823,1.57E+12,2019-08-06T16:45:54.541,unknown,0.724777222,-0.965072632,-0.367553711
20824,1.57E+12,2019-08-06T16:45:54.641,unknown,0.400482178,-1.214370728,-0.213302612
20825,1.57E+12,2019-08-06T16:45:54.742,unknown,-0.088439941,-1.533660889,0.226547241
20826,1.57E+12,2019-08-06T16:45:54.842,unknown,0.192123413,-1.143081665,0.467010498
20827,1.57E+12,2019-08-06T16:45:54.942,unknown,0.16192627,-0.635955811,-0.011077881
20828,1.57E+12,2019-08-06T16:45:55.042,unknown,-0.054428101,-0.210754395,0.011459351
20829,1.57E+12,2019-08-06T16:45:55.142,unknown,0.620819092,-2.391296387,1.69960022
20830,1.57E+12,2019-08-06T16:45:55.243,unknown,-0.153915405,-0.274932861,-0.207595825
20831,1.57E+12,2019-08-06T16:45:55.343,unknown,0.19229126,-0.372406006,0.564804077
20832,1.57E+12,2019-08-06T16:45:55.443,unknown,0.469482422,-1.668380737,-0.144454956
20833,1.57E+12,2019-08-06T16:45:55.543,unknown,-0.110427856,-0.784286499,-0.212692261
20834,1.57E+12,2019-08-06T16:45:55.644,unknown,0.020187378,-0.890228271,-0.036224365
20835,1.57E+12,2019-08-06T16:45:55.744,unknown,0.748519897,-0.984970093,-0.365661621
20836,1.57E+12,2019-08-06T16:45:55.844,unknown,0.451599121,-1.140335083,-0.149917603
20837,1.57E+12,2019-08-06T16:45:55.944,unknown,0.062637329,-1.516998291,0.14012146
20838,1.57E+12,2019-08-06T16:45:56.044,unknown,0.070541382,-1.300460815,0.446777344
20839,1.57E+12,2019-08-06T16:45:56.145,unknown,0.265335083,-0.718292236,0.035339355
20840,1.57E+12,2019-08-06T16:45:56.245,unknown,-0.299697876,-0.192428589,-0.010772705
20841,1.57E+12,2019-08-06T16:45:56.345,unknown,1.10723877,-2.30078125,1.433044434
20842,1.57E+12,2019-08-06T16:45:56.445,unknown,-0.180252075,-0.362579346,-0.55921936
20843,1.57E+12,2019-08-06T16:45:56.546,unknown,0.085281372,-0.289077759,0.630096436
20844,1.57E+12,2019-08-06T16:45:56.646,unknown,0.429092407,-1.667724609,-0.203048706
20845,1.57E+12,2019-08-06T16:45:56.746,unknown,-0.209960938,-0.830032349,-0.241836548
20846,1.57E+12,2019-08-06T16:45:56.846,unknown,0.037368774,-0.94720459,0.005203247
20847,1.57E+12,2019-08-06T16:45:56.947,unknown,0.757949829,-0.952880859,-0.360778809
20848,1.57E+12,2019-08-06T16:45:57.047,unknown,0.382232666,-1.216033936,-0.115875244
20849,1.57E+12,2019-08-06T16:45:57.147,unknown,0.106826782,-1.433273315,0.232055664
20850,1.57E+12,2019-08-06T16:45:57.247,unknown,0.048461914,-1.174697876,0.40071106
20851,1.57E+12,2019-08-06T16:45:57.347,unknown,0.270309448,-0.662017822,0.025497437
20852,1.57E+12,2019-08-06T16:45:57.448,unknown,-0.261550903,-0.219055176,-0.035766602
20853,1.57E+12,2019-08-06T16:45:57.548,unknown,1.265762329,-2.443862915,1.537200928
20854,1.57E+12,2019-08-06T16:45:57.648,unknown,-0.462554932,-1.297454834,-0.455383301
20855,1.57E+12,2019-08-06T16:45:57.748,unknown,-0.841796875,-0.67250061,-1.063293457
20856,1.57E+12,2019-08-06T16:45:57.849,unknown,1.484512329,-1.463775635,-0.071182251
20857,1.57E+12,2019-08-06T16:45:57.949,unknown,-0.117614746,-0.851760864,-0.215118408
20858,1.57E+12,2019-08-06T16:45:58.049,unknown,0.10585022,-0.910186768,0.15536499
20859,1.57E+12,2019-08-06T16:45:58.149,unknown,0.744384766,-0.988006592,-0.01499939
20860,1.57E+12,2019-08-06T16:45:58.250,unknown,0.523864746,-0.933685303,0.092727661
20861,1.57E+12,2019-08-06T16:45:58.350,unknown,-0.378448486,-1.891616821,-0.760848999
20862,1.57E+12,2019-08-06T16:45:58.450,unknown,0.255218506,-0.845901489,0.070968628
20863,1.57E+12,2019-08-06T16:45:58.550,unknown,0.024734497,-0.467758179,0.052719116
20864,1.57E+12,2019-08-06T16:45:58.650,unknown,-0.126754761,-0.434143066,0.054901123
20865,1.57E+12,2019-08-06T16:45:58.751,unknown,0.477401733,-0.646408081,0.691482544
20866,1.57E+12,2019-08-06T16:45:58.851,unknown,1.191070557,-0.927993774,-1.286254883
20867,1.57E+12,2019-08-06T16:45:58.951,unknown,-0.020736694,-1.261108398,-0.220870972
20868,1.57E+12,2019-08-06T16:45:59.051,unknown,-0.000335693,-0.69934082,-0.067184448
20869,1.57E+12,2019-08-06T16:45:59.152,unknown,0.068756104,-0.948318481,-0.10710144
20870,1.57E+12,2019-08-06T16:45:59.252,unknown,0.5050354,-1.039855957,-0.227722168
20871,1.57E+12,2019-08-06T16:45:59.352,unknown,0.200286865,-1.260406494,0.050460815
